title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Business Development (Sales),NextBlock Technologies Private Limited,Work From Home,Immediately,3,5000,No,Onsite,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-09,MCA
Business Development (Sales),Imagine.io,Gurgaon,Immediately,3,25000,Yes,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-11,BSc
Field Sales,Magicstep Solutions Private Limited,Bhubaneswar,Immediately,3,2000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-11,MBA
Digital Marketing,Anjanajyoti Systems Private Limited,Work From Home,Immediately,3,3000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-07,BA
Business Development (Sales),Eventsontime Private Limited,Hyderabad,Immediately,3,5000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-11-05,BSc
Content Writing,The Overseas Consultant,Mumbai,Immediately,3,4000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-24,PhD
Business Development,Byloop Technologies,Indore,Immediately,3,5000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-09,MTech
Graphic Design,The Overseas Consultant,Mumbai,Immediately,3,5000,Yes,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-16,MCom
UI Development,Celestial Institute Of Technology LLP,Pune,Immediately,3,8000,No,Onsite,Rural,Design,"UI Design, UX Research, Figma, Prototyping",2025-10-14,MTech
Social Media Marketing,BrandTouch & Analytics Private Limited,Mumbai,Immediately,3,8000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-26,MBA
Sales,Ware Enterprises,Work From Home,Immediately,3,5000,No,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-05,MCom
Graphic Design,KPAC Marketing,Pune,Immediately,3,10000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-26,BBA
Business Development Management (Sales),Easemyform,Work From Home,Immediately,3,3000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-12-02,BTech
Data Analytics,Digite Infotech Private Limited,Bangalore,Immediately,3,17000,No,Onsite,Rural,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization",2025-11-14,MCA
Business Development,Yestoideas,Work From Home,Immediately,3,5000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-12-05,MSc
Software Testing,Orufy Technologies,Jaipur,Immediately,3,10000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-11-24,BCA
Creative Writing,Euphotic Labs Private Limited,Bangalore,Immediately,3,10000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-09,MTech
Social Media Marketing,Vaghmi Foundation,Pune,Immediately,3,8000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-09-29,BBA
Content Writing,AgentInsights,Delhi,Immediately,3,3000,No,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-04,MSc
Talent Acquisition,Skep IT Systems Private Limited,Bangalore,Immediately,3,5000,Yes,Hybrid,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-10-20,MBA
Standup Comedy Club Event Management,Gurgaon Comedy Club,Gurgaon,Immediately,3,3000,No,Remote,Urban,Operations & Support,"Event Planning, Coordination, Communication, PR",2025-09-26,MCom
Telecalling,Steel Shine,Delhi,Immediately,3,10000,Yes,Hybrid,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",2025-11-06,MBA
Human Resources (HR),My College Buddy,Delhi,Immediately,3,4000,No,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-22,MCom
Client Servicing,IndieFolio Network Private Limited,Work From Home,Immediately,3,5000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",2025-11-12,MBA
Investment Analyst,CS Ventures,Mumbai,Immediately,3,5000,Yes,Onsite,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-10-02,MCom
Business Development,Corpshaala Private Limited,Bangalore,Immediately,3,6000,Yes,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-14,MSc
Graphic Design,DIMENSION PLUS,Mumbai,Immediately,3,11000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-08,BCom
SEO Executive,AM Tech Networks,Chandigarh,Immediately,3,15000,No,Hybrid,Urban,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-11-13,BA
Content Writing (Medical/Science/Pharma/Biology),National Medical Forum,Delhi,Immediately,3,10000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-17,BBA
Embroidery,Flamingo Creativity,Work From Home,Immediately,3,5000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-12-01,MBA
Copywriting,Quantastic Marketing,Thane,Immediately,3,4000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-13,MTech
Market Research,Bistrokart Technology,Gurgaon,Immediately,3,15000,Yes,Hybrid,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-09-13,MBA
Business Development,Edu-Station,Bangalore,Immediately,3,20000,Yes,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-09-20,BTech
MERN Stack Development,IMG Global Infotech Private Limited,Jaipur,Immediately,3,6000,No,Hybrid,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-11-14,BTech
Search Engine Optimization (SEO),Syzenta,Work From Home,Immediately,3,2000,No,Remote,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-10-02,MBA
Editorial,QBS Learning,Noida,Immediately,3,15000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-10-10,BBA
Personal Assistance - Female (to Director),Algoji Enterprises Private Limited,Loni,Immediately,3,5000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-11-12,MCom
UI/UX Design,Jewellerskart,Mumbai,Immediately,3,10000,Yes,Hybrid,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-09-14,BBA
Digital Marketing,TechWhoop,Work From Home,Immediately,3,3000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-02,BA
Marketing,Boss Naari,Work From Home,Immediately,3,2000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-14,MA
Sales,Leaders Accelerator Hub,Work From Home,Immediately,3,5000,Yes,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-01,MCom
Performance Marketing,Zomentum,Work From Home,Immediately,3,12000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-03,MA
Video Making (Educational Reels/Youtube),InTouch Innovations,Work From Home,Immediately,3,2000,No,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-11-25,MBA
Trainee - Equity Trading,OFFUTURE UNICORNS LLP,Jaipur,Immediately,3,5000,No,Remote,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, UI Design, UX Research",2025-09-30,BTech
Telecalling,D2H Property,Mumbai,Immediately,3,10000,No,Remote,Urban,Outreach & Client Relations,"Communication, MS Excel, Research",2025-10-28,MCom
Social Media Growth,Brine,Work From Home,Immediately,3,2500,Yes,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-12-07,BA
Law/Legal,LawDocs,Work From Home,Immediately,3,Unpaid,No,Onsite,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",2025-10-26,MTech
Youtube Management,Testbook,Noida,Immediately,3,15000,Yes,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-21,MBA
Talent Acquisition,My College Buddy,Delhi,Immediately,3,4000,Yes,Onsite,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-11-17,BA
Graphic Design,Bridcodes Global Private Limited,Kannur,Immediately,3,6000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-22,MBA
Inside Sales,Devise Electronics Private Limited,Pune,Immediately,3,10000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-03,MCom
LinkedIn Technical Writing,Top Talent Bridge,Work From Home,Immediately,3,3000,No,Onsite,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",2025-10-22,BBA
Human Resources (HR),NextGen Techno Ventures Private Limited,Thane,Immediately,3,8000,No,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-26,MBA
Sales Consultant,Satyata Banaras,Work From Home,Immediately,3," 1,000 /week",Yes,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication, Consulting, Problem Solving",2025-12-02,MCom
Pinterest Management,Chemistry Bench,Work From Home,Immediately,3,1000,Yes,Hybrid,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-09-21,MBA
Digital Marketing,SaiyansBM,Work From Home,Immediately,3,1500,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-09-19,MBA
Content Writing,Subtle Startups,Work From Home,Immediately,3,2000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-18,MSc
LinkedIn Content Writing,Top Talent Bridge,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",2025-11-16,BBA
Technical Project Coordination,Paathshala Spark,Work From Home,Immediately,3,10000,No,Onsite,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",2025-09-11,MBA
Digital Marketing,Impact Digital Services Private Limited,Delhi,Immediately,3,10000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-13,BBA
Law/Legal,Dot Legal Private Limited - The Lawgical Buddy,Work From Home,Immediately,3,Unpaid,No,Hybrid,Urban,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",2025-09-19,MSc
Copywriting,Mad About Digital (M.A.D),Bangalore,Immediately,3,7000,Yes,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-23,MSc
Sales And Marketing,WhizJuniors,Mumbai,Immediately,3,10000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",2025-11-30,BBA
Social Media Marketing,Ahurei Naturals (Saaras Naturals),Mumbai,Immediately,3,15000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-12-07,BBA
Business Development (Sales),Ambi Felix,Work From Home,Immediately,3,3000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-10-27,BTech
Digital Marketing,Impresio Studio,Work From Home,Immediately,3,5000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-29,MA
Subject Matter Expert (SME) - Video Solution,MaVY EduSolution,Work From Home,Immediately,3,10000,No,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-09-28,BA
LinkedIn Content Strategy (B2B),Quizzy,Work From Home,Immediately,3,15000,No,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",2025-12-01,MBA
Messaging,Infinity Magazine,Work From Home,Immediately,3,3000,No,Remote,Urban,Research,"Communication, MS Excel, Research",2025-10-14,MCom
Social Media Marketing,Strongarm Solutions,Kakinada,Immediately,3,10000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-27,BBA
Relationship Management,Thinksonic Technologies Private Limited (i2v.in),Noida,Immediately,3,10000,Yes,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-18,MBA
Full Stack Development,Transvision Solutions,Work From Home,Immediately,3,16500,No,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-10-10,MSc
WordPress Development,Hostcode Lab,Bhubaneswar,Immediately,3,4000,No,Hybrid,Rural,Web Development,"PR Strategy, Media Relations, Communication, Writing",2025-10-14,MTech
Graphic Design,Sobeska,Work From Home,Immediately,3,2000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-13,MBA
Digital Marketing,Genix Computers,Work From Home,Immediately,3,3000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-04,MA
Social Media Marketing,PaprClip,Work From Home,Immediately,3,4000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-29,BBA
Digital Marketing,Tech Company,Work From Home,Immediately,3,3000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-06,BBA
YouTube News Anchoring,Hind Ki Pukaar,Hyderabad,Immediately,3,2000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-11-01,BBA
Business Development (Sales),3Mark Services,Hyderabad,Immediately,3,10000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-25,BTech
Technical Recruitment,ECrown Services,Mohali,Immediately,3,3000,Yes,Remote,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-10-25,MCom
WordPress Development,Wellfounded IT Solution Private Limited,Work From Home,Immediately,3,5000,No,Remote,Rural,Web Development,"PR Strategy, Media Relations, Communication, Writing",2025-10-20,MSc
Search Engine Optimization (SEO),Raising Children 101,Work From Home,Immediately,3,5000,Yes,Onsite,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-11-04,MBA
Python Data Engineering (For 2024 Graduates Only),Primenumbers Technologies,Work From Home,Immediately,3,25000,No,Onsite,Rural,Research & Strategy,"Python, APIs, Django/Flask, Data Analysis, Machine Learning",2025-10-16,MCA
Graphic Design,Vp Development,Delhi,Immediately,3,7000,Yes,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-26,MCom
Graphic Design,Smapit Media (OPC) Private Limited,Work From Home,Immediately,3,5000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-31,BCom
Flutter Development,Firstricoz Private Limited,Work From Home,Immediately,3,3000,No,Remote,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-10-22,BSc
Social Media Marketing,Gewels By Mona,Mumbai,Immediately,3,8000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-04,MBA
Direction Assistance,Mifa Productions,Delhi,Immediately,3,4000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-10-20,BBA
Teaching,My Story,Work From Home,Immediately,3,Unpaid,No,Hybrid,Rural,Data Analyst,"Teaching, Lesson Planning, Communication, Mentoring",2025-10-18,BCom
Android App Development,Infobyte Technologies,Work From Home,Immediately,3,2500,No,Remote,Rural,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-11-17,MCA
Digital Marketing,Wybe Tech,Work From Home,Immediately,3,4000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-12-03,BA
Web Development,Digital Word Of Mouth (WoM),Visakhapatnam,Immediately,3,8000,No,Remote,Rural,Web Development,"HTML, CSS, JavaScript, React",2025-10-19,MSc
Social Media Marketing,Sticky India,South,Immediately,3,7000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-23,MBA
