title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree,RIndex,No. of Positions,regional_language
Simulation Development And Testing,Quantum Quasar,Nagpur,Not specified,6,11000,Yes,Hybrid,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",30-11-25,BSc,0,26,Marathi
Creative Design - Video Editing & Graphic Design,BranDigitalize,Work From Home,Immediately,6,3000,No,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",13-11-25,BBA,0.8,14,Malayalam
News Writing,Vertechno,Work From Home,Immediately,6,2000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-11-25,MSc,0.3,20,Hindi
Digital Marketing,I Cap Financial Services,Bangalore,Immediately,6,3000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",01-11-25,MBA,0,2,Kannada
Equity Analytics,Integra Capital Management Limited,Delhi,Immediately,6,5000,No,Hybrid,Urban,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization, UI Design",22-11-25,BCA,1.1,1,Hindi
Law/Legal,The Law Basic,Work From Home,Immediately,6,Unpaid,No,Remote,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",08-11-25,PhD,1.3,27,Gujarati
Business Development (Sales),Edzer Education Private Limited,Work From Home,Immediately,6,4000,No,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",19-11-25,MCA,1.3,1,Tamil
Digital Marketing,Pratah Kiran,Delhi,Immediately,6,10000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",02-12-25,BA,0.3,1,Hindi
14 Days Virtual Charity Drive,Pawzz,Work From Home,Immediately,2 Weeks,1500,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",15-10-25,MBA,0.8,7,Punjabi
English (Teaching),Sarvam Foundation,Work From Home,Immediately,2 Weeks,Unpaid,No,Remote,Rural,Research,"Teaching, Lesson Planning, Communication, Mentoring",21-10-25,BCom,0.5,23,Gujarati
E-Commerce Management,Cityvibes,Jaipur,Immediately,2 Weeks,9000,Yes,Onsite,Urban,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",30-09-25,BBA,0.8,15,Hindi
Talent Acquisition,Social HR,Pune,Immediately,2 Weeks,5000,No,Hybrid,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",01-12-25,MA,0.3,5,Marathi
Campus Ambassador,Formfees,Work From Home,Immediately,2 Weeks,Performance Based,No,Remote,Urban,Marketing,"Marketing, Communication, Networking, Leadership",01-11-25,BBA,0.8,25,Tamil
Operations,Freelancer IT Services,Indore,Immediately,2 Weeks,5000,No,Hybrid,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",20-09-25,MCom,0.5,2,Hindi
Graphic Design,Passion Pixies,Bhopal,Immediately,2 Weeks,2000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",26-09-25,MBA,0.2,3,Hindi
Operations And Customer Support,LocoNav,Gurgaon,Immediately,2 Weeks,10000,Yes,Hybrid,Urban,Operations & Support,"BPO, Customer Support, Communication, Call Handling",29-10-25,BCom,0.3,4,Hindi
Marketing (Social Media And LinkedIn),SERAJ RUGS,Work From Home,Immediately,2 Weeks,4000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",14-10-25,BA,1.1,23,Punjabi
Performance Marketing,B4BRAIN,Kozhikode,Immediately,2 Weeks,5000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",04-10-25,BBA,1,11,Hindi
Business Development (Sales),FyndBridge Consulting Services,Work From Home,Immediately,2 Weeks,3000,Yes,Onsite,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",30-11-25,BSc,0,2,Hindi
Data Collection - HR Project,Ma Foi Strategic Consultants Private Limited,Chennai,Immediately,2 Weeks,6000,Yes,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing, PR Strategy, Media Relations",06-11-25,BBA,0.2,5,Tamil
Styling,Freakins,Mumbai,Immediately,2 Weeks,10000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",11-10-25,BBA,0.2,17,Marathi
Unity Game Development,CodeMasters Studio,Work From Home,Immediately,2 Weeks,5000,No,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",16-09-25,MTech,0.3,11,Hindi
Social Media Marketing,Sarg Foundation,Work From Home,Immediately,2 Weeks,Unpaid,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",03-12-25,MA,0.8,3,Malayalam
Social Media Marketing - Interior Design,Casafina,Work From Home,Immediately,2 Weeks," 1,000 /week",No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",20-10-25,MBA,0.8,10,Hindi
Graphic Design,Social Wellness & Foundation Trust,Ahmedabad,Immediately,2 Weeks,7000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",06-12-25,BBA,0.8,23,Gujarati
Sales,First Attempt,Pune,Immediately,2 Weeks,18000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",23-11-25,BCom,1.3,21,Marathi
Digital Marketing,Innovate Digital Media,Mumbai,Immediately,2 Weeks,5000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",13-11-25,BBA,0,2,Marathi
HR,Shreedham Infomedia Solutions,Ghaziabad,Immediately,2 Weeks,7000,Yes,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",27-11-25,MCom,1.3,26,Hindi
Sales,Settlement On Loan,Work From Home,Immediately,2 Weeks,3000,No,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",22-09-25,MCom,0.2,2,Malayalam
Management Trainee - Client Strategy,RepIndia,Bangalore,Immediately,2 Weeks,10000,No,Hybrid,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Communication, MS Excel",13-10-25,MCA,0.8,11,Kannada
Field Sales,Jumbo Realty,Chennai,Immediately,2 Weeks,9000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",24-11-25,BBA,0.3,2,Tamil
Business Development,Amaara Herbs,Gurgaon,Immediately,2 Weeks,10000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",08-10-25,MTech,1,28,Hindi
Business Development (Sales),Credent Infotech,Delhi,Immediately,2 Weeks,10000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",17-10-25,MCA,0.2,21,Hindi
Social Media Marketing,Mindward Centre For Psychological Wellbeing & Research,Delhi,Immediately,2 Weeks,5000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",13-11-25,MBA,1.1,1,Hindi
Lead Generation,Izing Luxury OPC Private Limited,Work From Home,Immediately,2 Weeks,6000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",26-10-25,MCom,0,22,Kannada
Graphic Design,Venacava Designs,Noida,Immediately,2 Weeks,8000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",05-10-25,BBA,0.5,26,Hindi
Human Resources (HR),Good Life Placements (GLP) Private Limited,Work From Home,Immediately,2 Weeks,2000,Yes,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",22-11-25,BCom,1,8,Telugu
Founder' Office,Agrify Organic Solutions Private Limited,Mumbai,Immediately,2 Weeks,10000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",25-11-25,BCom,1.1,5,Marathi
International Business Development,Amirah Technologies,Work From Home,Immediately,2 Weeks,2000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, MS Excel, Research",14-11-25,MSc,1.1,10,Hindi
Placement Executive,Digital Dojo Training Academy,Mumbai,Not specified,2 Weeks,8000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",08-10-25,BBA,0.3,6,Marathi
Academic Counseling,Digital Dojo OPC Private Limited,Mumbai,Not specified,2 Weeks,8000,No,Onsite,Urban,Research,"Communication, MS Excel, Research",02-11-25,MBA,1.1,15,Marathi
WordPress Development,Dacby,Work From Home,Immediately,2 Weeks,5000,Yes,Remote,Urban,Web Development,"PR Strategy, Media Relations, Communication, Writing",18-11-25,MCA,0.8,3,Telugu
Jounalism,Business Upturn,Work From Home,Immediately,2 Weeks,1000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",29-09-25,MCom,0.8,1,Punjabi
Project Management Trainee,Focelite Goodness India Private Limited,Bangalore,Immediately,2 Weeks,5000,Yes,Onsite,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, PR Strategy, Media Relations",07-11-25,MSc,1,5,Kannada
Sales And Marketing,Beyond Imagination Technologies Private Limited,Work From Home,Immediately,2 Weeks,5000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",23-10-25,BA,1.1,8,Hindi
Accounts,GoQuest Media Ventures Private Limited,Mumbai,Immediately,2 Weeks,10000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",14-10-25,BBA,0.3,10,Marathi
Full Stack Development,"MAAI Inc (San Francisco, United States)",Work From Home,Immediately,2 Weeks,80000,Yes,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",18-10-25,MSc,0.3,15,Malayalam
Graphic Design,AuroIN India Limited,Bhubaneswar,Immediately,2 Weeks,8000,Yes,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",14-11-25,MBA,1.1,12,Hindi
Maths Teacher For British Curriculum AQA/Edexcel/Cambridge And IB,Vega Visionary,Work From Home,Immediately,6,10000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy, Teaching, Lesson Planning",01-10-25,MCom,1.1,6,Marathi
Community Management (Dumsharas Game),FRND,Work From Home,Immediately,6,7000,Yes,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",11-11-25,BCom,0.8,11,Telugu
Online Game Hosting,FRND,Work From Home,Immediately,6,5000,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",03-12-25,MBA,0.8,22,Hindi
Sales,Futurism Technologies Pvt.Ltd,Pune,Immediately,6,8000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",17-10-25,MBA,0,5,Marathi
Marketing,Shipgram LLP,Work From Home,Immediately,6,3000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",22-10-25,BA,0,23,Bengali
Human Resources (HR),Tradexa Technologies Private Limited,Pune,Immediately,6,10000,No,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",28-09-25,MCom,1.1,14,Marathi
Corporate Sales,Dirums Collective Private Limited,Delhi,Immediately,6,5000,Yes,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",22-10-25,BCom,0.2,16,Hindi
Graphic Design,Raga On The Ganges,Delhi,Immediately,6,8000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",28-10-25,BBA,1.1,2,Hindi
Graphic Design & Video Editing,StarShield Technologies Private Limited,Work From Home,Immediately,6,10000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",03-12-25,BCom,0.2,5,Malayalam
Digital Marketing,ABP EVentures Private Limited,Kolkata,Immediately,6,15000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",18-09-25,MBA,0.5,14,Bengali
AI Prompting,Quizzy,Work From Home,Immediately,6,5000,No,Hybrid,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, PR Strategy, Media Relations",02-11-25,BSc,0.2,26,Telugu
Full Stack Development - MERN (React + Node),MeeTri,Noida,Immediately,6,5000,Yes,Onsite,Rural,Web Development,"HTML, CSS, JavaScript, React, Node.js, APIs",06-10-25,BTech,0.5,11,Hindi
Telecalling,Matrix Acres,Noida,Immediately,6,15000,Yes,Hybrid,Urban,Outreach & Client Relations,"Communication, MS Excel, Research",03-10-25,BCom,1.1,25,Hindi
Content Writing,Assetrak Solutions Private Limited,Pune,Immediately,6,5000,Yes,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",30-11-25,PhD,0.8,26,Marathi
Fashion Design,Kaalakaree By Puja Goenka,Kolkata,Immediately,6,3000,Yes,Remote,Rural,Architecture & Design,"Design, Creativity, Sketching, CAD (basic)",01-10-25,BBA,1.3,9,Bengali
Recruitment,BZ Consultant,Work From Home,Immediately,6,7000,No,Remote,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",27-10-25,BA,0.3,18,Bengali
Recruitment,RightFit Solution,Mumbai,Immediately,6,5000,Yes,Remote,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",21-10-25,BBA,0.2,15,Marathi
Graphic Design,Creuto Cloud Private Limited,Work From Home,Immediately,6,5000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",07-11-25,MCom,0.5,23,Hindi
Algorithmic Trading Infrastructure Development,Mudraksh And McShaw Advisory,Noida,Immediately,6,6000,No,Onsite,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",19-11-25,MTech,0.8,19,Hindi
E-Commerce Catalog Management,BUMSONTHESADDLE,Bangalore,Immediately,6,6000,No,Remote,Rural,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",19-11-25,MCom,0.2,28,Kannada
Content Writing,SKAYKA PRIVATE LIMITED,Pune,Immediately,6,5000,Yes,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",09-11-25,MTech,0.5,14,Marathi
Content Writing,Palmonas,Pune,Immediately,6,8000,Yes,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",22-11-25,MSc,0.5,5,Marathi
Business Development (IT Sales),Quazma Techno Solutions,Indore,Immediately,6,3000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",22-09-25,BTech,0.3,19,Hindi
Graphic Design,Kynseo,Work From Home,Immediately,6,2000,No,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",14-10-25,BCom,1.3,24,Marathi
Sales And Marketing,Curl Cure,Thane,Immediately,6,10000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",15-10-25,BA,0.5,22,Hindi
Video Making/Editing,Second Brain,Work From Home,Immediately,6,2000,Yes,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",10-10-25,BA,0.5,11,Telugu
Digital Marketing,The Marriage Fit,Work From Home,Immediately,6,3000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",20-11-25,MA,0,15,Malayalam
Sales,Soch Design Studio,Mumbai,Immediately,6,8000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",18-10-25,MBA,0.5,22,Marathi
Human Resources (HR),Companify India Private Limited,Delhi,Immediately,6,4000,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",24-09-25,BCom,1.1,14,Hindi
Videography,Design Madari,Mumbai,Immediately,6,5000,Yes,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",11-09-25,MA,1.1,8,Marathi
Business & Market Research,CAS Learning & Tech,Work From Home,Immediately,6,2000,Yes,Onsite,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",17-09-25,MBA,0.5,28,Hindi
Sales,Novel Nuggets Publishers,Work From Home,Immediately,6,1000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",04-10-25,MCom,0.5,11,Punjabi
Content Writing,Business Outreach Magazine,Work From Home,Immediately,6,3000,No,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-10-25,MTech,0.8,3,Malayalam
3D Texturing Artist,Wabbitfree,Work From Home,Immediately,6,10000,No,Remote,Rural,Research,"Communication, MS Excel, Research",13-11-25,BBA,1,20,Kannada
Marketing,CodeZaZa Digital And Software Solutions,Work From Home,Immediately,6,5000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",05-10-25,MA,1.1,11,Punjabi
Subject Matter Expert (SME) - Chemistry,Shruti Parmar,Work From Home,Immediately,6,10000,No,Remote,Rural,Research,"Communication, MS Excel, Research",19-09-25,BCom,1.3,1,Marathi
Software Sales,WeAnalyz Technologies Private Limited,Bangalore,Immediately,6,10000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",10-10-25,BTech,1.3,4,Kannada
Business Development (Sales),Harsh Caterers And Event Planners,Nagpur,Immediately,6,2000,Yes,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",11-09-25,BCA,1.1,6,Marathi
Flutter Flow Development,Srestham Educational Trust,Work From Home,Immediately,6,Unpaid,No,Remote,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",01-12-25,BTech,0.3,19,Hindi
Event Management- Expo Attending,Surpluss,Ahmedabad,Immediately,6,2000,Yes,Hybrid,Rural,Operations & Support,"Event Planning, Coordination, Communication, PR",10-09-25,MCom,0.5,15,Gujarati
PCB Design,NHANZ Systems Private Limited,Bangalore,Immediately,6,10000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",15-09-25,BCom,0,22,Kannada
Python Web Scraping,Nimbus Maps,Work From Home,Immediately,6,10000,No,Remote,Urban,Research & Strategy,"Python, APIs, Django/Flask, Data Analysis, Machine Learning, Node.js",04-10-25,BCA,0.3,21,Tamil
Zoho Development,Pearl Enterprise,Work From Home,Immediately,6,3500,No,Hybrid,Urban,Data Science,"CRM, Zoho, Customer Support, Data Entry",11-09-25,MCA,0.3,27,Punjabi
Digital Marketing ( LinkedIn Marketing),Radiant Techlearning,Work From Home,Immediately,6,1500,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",20-10-25,MBA,1.3,14,Tamil
Graphic Design,Infokey Technology Private Limited,Delhi,Immediately,6,5000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",10-11-25,BCom,0.3,8,Hindi
